id,category,subcategory,clean_text,corrupt_text,clean_label,corrupt_label,target_tokens,target_positions,difficulty,expected_layer_sensitivity,notes,Context
1334,contextual,sarcasm,"Perfect, amazing weather again","Perfect, enjoyable weather again",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1335,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a fine experience",negative,positive,"['Oh great', 'another', 'amazing', 'fine']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1336,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a enjoyable experience",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1337,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a decent experience",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1338,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, good service as always",negative,positive,"['Oh great', 'another', 'amazing', 'good']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1339,contextual,sarcasm,"Oh great, another amazing movie","I loved, another pleasant movie",negative,positive,"['Oh great', 'another', 'amazing', 'pleasant']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1340,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, satisfying service as always",negative,positive,"['Oh great', 'another', 'amazing', 'satisfying']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1341,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a good experience",negative,positive,"['Oh great', 'another', 'amazing', 'good']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1342,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a good experience",negative,positive,"['Oh great', 'another', 'amazing', 'good']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1343,contextual,sarcasm,"Perfect, amazing weather again","Perfect, decent weather again",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1344,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, nice service as always",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1345,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a decent experience",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1346,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a okay experience",negative,positive,"['Oh great', 'another', 'amazing', 'okay']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1347,contextual,sarcasm,"Perfect, amazing weather again","Perfect, decent weather again",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1348,contextual,sarcasm,"Oh great, another amazing movie","I loved, another nice movie",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1349,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, fine service as always",negative,positive,"['Oh great', 'another', 'amazing', 'fine']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1350,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a nice experience",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1351,contextual,sarcasm,"Perfect, amazing weather again","Perfect, good weather again",negative,positive,"['Oh great', 'another', 'amazing', 'good']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1352,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, acceptable service as always",negative,positive,"['Oh great', 'another', 'amazing', 'acceptable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1353,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, acceptable service as always",negative,positive,"['Oh great', 'another', 'amazing', 'acceptable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1354,contextual,sarcasm,"Perfect, amazing weather again","Perfect, acceptable weather again",negative,positive,"['Oh great', 'another', 'amazing', 'acceptable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1355,contextual,sarcasm,"Oh great, another amazing movie","I loved, another decent movie",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1356,contextual,sarcasm,"Oh great, another amazing movie","I loved, another solid movie",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1357,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a fine experience",negative,positive,"['Oh great', 'another', 'amazing', 'fine']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1358,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a pleasant experience",negative,positive,"['Oh great', 'another', 'amazing', 'pleasant']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1359,contextual,sarcasm,"Oh great, another amazing movie","I loved, another pleasant movie",negative,positive,"['Oh great', 'another', 'amazing', 'pleasant']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1360,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, pleasant service as always",negative,positive,"['Oh great', 'another', 'amazing', 'pleasant']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1361,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, enjoyable service as always",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1362,contextual,sarcasm,"Oh great, another amazing movie","I loved, another acceptable movie",negative,positive,"['Oh great', 'another', 'amazing', 'acceptable']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1363,contextual,sarcasm,"Perfect, amazing weather again","Perfect, pleasant weather again",negative,positive,"['Oh great', 'another', 'amazing', 'pleasant']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1364,contextual,sarcasm,"Oh great, another amazing movie","I loved, another decent movie",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1365,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a decent experience",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1366,contextual,sarcasm,"Oh great, another amazing movie","I loved, another solid movie",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1367,contextual,sarcasm,"Perfect, amazing weather again","Perfect, nice weather again",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1368,contextual,sarcasm,"Perfect, amazing weather again","Perfect, decent weather again",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1369,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a solid experience",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1370,contextual,sarcasm,"Perfect, amazing weather again","Perfect, okay weather again",negative,positive,"['Oh great', 'another', 'amazing', 'okay']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1371,contextual,sarcasm,"Oh great, another amazing movie","I loved, another satisfying movie",negative,positive,"['Oh great', 'another', 'amazing', 'satisfying']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1372,contextual,sarcasm,"Perfect, amazing weather again","Perfect, satisfying weather again",negative,positive,"['Oh great', 'another', 'amazing', 'satisfying']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1373,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a solid experience",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1374,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, fine service as always",negative,positive,"['Oh great', 'another', 'amazing', 'fine']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1375,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a enjoyable experience",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1376,contextual,sarcasm,"Perfect, amazing weather again","Perfect, okay weather again",negative,positive,"['Oh great', 'another', 'amazing', 'okay']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1377,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a decent experience",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1378,contextual,sarcasm,"Perfect, amazing weather again","Perfect, pleasant weather again",negative,positive,"['Oh great', 'another', 'amazing', 'pleasant']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1379,contextual,sarcasm,"Oh great, another amazing movie","I loved, another nice movie",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1380,contextual,sarcasm,"Oh great, another amazing movie","I loved, another solid movie",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1381,contextual,sarcasm,"Oh great, another amazing movie","I loved, another good movie",negative,positive,"['Oh great', 'another', 'amazing', 'good']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1382,contextual,sarcasm,"Perfect, amazing weather again","Perfect, enjoyable weather again",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1383,contextual,sarcasm,"Perfect, amazing weather again","Perfect, good weather again",negative,positive,"['Oh great', 'another', 'amazing', 'good']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1384,contextual,sarcasm,"Perfect, amazing weather again","Perfect, nice weather again",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1385,contextual,sarcasm,"Oh great, another amazing movie","I loved, another fine movie",negative,positive,"['Oh great', 'another', 'amazing', 'fine']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1386,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a enjoyable experience",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1387,contextual,sarcasm,"Perfect, amazing weather again","Perfect, acceptable weather again",negative,positive,"['Oh great', 'another', 'amazing', 'acceptable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1388,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a fine experience",negative,positive,"['Oh great', 'another', 'amazing', 'fine']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1389,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, solid service as always",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1390,contextual,sarcasm,"Oh great, another amazing movie","I loved, another good movie",negative,positive,"['Oh great', 'another', 'amazing', 'good']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1391,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a good experience",negative,positive,"['Oh great', 'another', 'amazing', 'good']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1392,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, acceptable service as always",negative,positive,"['Oh great', 'another', 'amazing', 'acceptable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1393,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, decent service as always",negative,positive,"['Oh great', 'another', 'amazing', 'decent']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1394,contextual,sarcasm,"Oh great, another amazing movie","I loved, another satisfying movie",negative,positive,"['Oh great', 'another', 'amazing', 'satisfying']",4,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1395,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, enjoyable service as always",negative,positive,"['Oh great', 'another', 'amazing', 'enjoyable']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1396,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, solid service as always",negative,positive,"['Oh great', 'another', 'amazing', 'solid']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1397,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a nice experience",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1398,contextual,sarcasm,"Just what I needed, a amazing experience","I enjoyed, a satisfying experience",negative,positive,"['Oh great', 'another', 'amazing', 'satisfying']",6,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1399,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, nice service as always",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1400,contextual,sarcasm,"Wonderful, amazing service as always","Wonderful, nice service as always",negative,positive,"['Oh great', 'another', 'amazing', 'nice']",2,hard,"[7, 8, 9]",Sarcasm: 'Oh great' makes positive word negative,Sarcasm
1401,contextual,conditional,The restaurant would have been outstanding if not for the poor service,The restaurant was outstanding despite the poor service,negative,positive,"['would have been', 'was', 'outstanding', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1402,contextual,conditional,The restaurant would have been fantastic if not for the poor service,The restaurant was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1403,contextual,conditional,The movie would have been superb if not for the poor service,The movie was superb despite the poor service,negative,positive,"['would have been', 'was', 'superb', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1404,contextual,conditional,The restaurant would have been excellent if not for the poor service,The restaurant was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1405,contextual,conditional,The movie would have been spectacular if not for the poor service,The movie was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1406,contextual,conditional,The product would have been brilliant if not for the poor service,The product was brilliant despite the poor service,negative,positive,"['would have been', 'was', 'brilliant', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1407,contextual,conditional,The movie would have been fantastic if not for the poor service,The movie was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1408,contextual,conditional,The movie would have been superb if not for the poor service,The movie was superb despite the poor service,negative,positive,"['would have been', 'was', 'superb', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1409,contextual,conditional,The restaurant would have been brilliant if not for the poor service,The restaurant was brilliant despite the poor service,negative,positive,"['would have been', 'was', 'brilliant', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1410,contextual,conditional,The book would have been spectacular if not for the poor service,The book was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1411,contextual,conditional,The product would have been magnificent if not for the poor service,The product was magnificent despite the poor service,negative,positive,"['would have been', 'was', 'magnificent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1412,contextual,conditional,The product would have been excellent if not for the poor service,The product was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1413,contextual,conditional,The book would have been incredible if not for the poor service,The book was incredible despite the poor service,negative,positive,"['would have been', 'was', 'incredible', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1414,contextual,conditional,The book would have been fantastic if not for the poor service,The book was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1415,contextual,conditional,The restaurant would have been amazing if not for the poor service,The restaurant was amazing despite the poor service,negative,positive,"['would have been', 'was', 'amazing', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1416,contextual,conditional,The movie would have been brilliant if not for the poor service,The movie was brilliant despite the poor service,negative,positive,"['would have been', 'was', 'brilliant', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1417,contextual,conditional,The product would have been amazing if not for the poor service,The product was amazing despite the poor service,negative,positive,"['would have been', 'was', 'amazing', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1418,contextual,conditional,The book would have been incredible if not for the poor service,The book was incredible despite the poor service,negative,positive,"['would have been', 'was', 'incredible', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1419,contextual,conditional,The movie would have been spectacular if not for the poor service,The movie was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1420,contextual,conditional,The product would have been amazing if not for the poor service,The product was amazing despite the poor service,negative,positive,"['would have been', 'was', 'amazing', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1421,contextual,conditional,The movie would have been outstanding if not for the poor service,The movie was outstanding despite the poor service,negative,positive,"['would have been', 'was', 'outstanding', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1422,contextual,conditional,The book would have been superb if not for the poor service,The book was superb despite the poor service,negative,positive,"['would have been', 'was', 'superb', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1423,contextual,conditional,The product would have been spectacular if not for the poor service,The product was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1424,contextual,conditional,The book would have been superb if not for the poor service,The book was superb despite the poor service,negative,positive,"['would have been', 'was', 'superb', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1425,contextual,conditional,The movie would have been fantastic if not for the poor service,The movie was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1426,contextual,conditional,The restaurant would have been excellent if not for the poor service,The restaurant was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1427,contextual,conditional,The book would have been spectacular if not for the poor service,The book was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1428,contextual,conditional,The book would have been excellent if not for the poor service,The book was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1429,contextual,conditional,The book would have been outstanding if not for the poor service,The book was outstanding despite the poor service,negative,positive,"['would have been', 'was', 'outstanding', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1430,contextual,conditional,The restaurant would have been excellent if not for the poor service,The restaurant was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1431,contextual,conditional,The book would have been excellent if not for the poor service,The book was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1432,contextual,conditional,The product would have been spectacular if not for the poor service,The product was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1433,contextual,conditional,The product would have been brilliant if not for the poor service,The product was brilliant despite the poor service,negative,positive,"['would have been', 'was', 'brilliant', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1434,contextual,conditional,The restaurant would have been brilliant if not for the poor service,The restaurant was brilliant despite the poor service,negative,positive,"['would have been', 'was', 'brilliant', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1435,contextual,conditional,The restaurant would have been fantastic if not for the poor service,The restaurant was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1436,contextual,conditional,The book would have been superb if not for the poor service,The book was superb despite the poor service,negative,positive,"['would have been', 'was', 'superb', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1437,contextual,conditional,The product would have been wonderful if not for the poor service,The product was wonderful despite the poor service,negative,positive,"['would have been', 'was', 'wonderful', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1438,contextual,conditional,The book would have been excellent if not for the poor service,The book was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1439,contextual,conditional,The book would have been spectacular if not for the poor service,The book was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1440,contextual,conditional,The movie would have been wonderful if not for the poor service,The movie was wonderful despite the poor service,negative,positive,"['would have been', 'was', 'wonderful', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1441,contextual,conditional,The book would have been amazing if not for the poor service,The book was amazing despite the poor service,negative,positive,"['would have been', 'was', 'amazing', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1442,contextual,conditional,The book would have been incredible if not for the poor service,The book was incredible despite the poor service,negative,positive,"['would have been', 'was', 'incredible', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1443,contextual,conditional,The restaurant would have been incredible if not for the poor service,The restaurant was incredible despite the poor service,negative,positive,"['would have been', 'was', 'incredible', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1444,contextual,conditional,The product would have been incredible if not for the poor service,The product was incredible despite the poor service,negative,positive,"['would have been', 'was', 'incredible', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1445,contextual,conditional,The movie would have been wonderful if not for the poor service,The movie was wonderful despite the poor service,negative,positive,"['would have been', 'was', 'wonderful', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1446,contextual,conditional,The movie would have been fantastic if not for the poor service,The movie was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1447,contextual,conditional,The restaurant would have been spectacular if not for the poor service,The restaurant was spectacular despite the poor service,negative,positive,"['would have been', 'was', 'spectacular', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1448,contextual,conditional,The movie would have been outstanding if not for the poor service,The movie was outstanding despite the poor service,negative,positive,"['would have been', 'was', 'outstanding', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1449,contextual,conditional,The book would have been brilliant if not for the poor service,The book was brilliant despite the poor service,negative,positive,"['would have been', 'was', 'brilliant', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1450,contextual,conditional,The movie would have been fantastic if not for the poor service,The movie was fantastic despite the poor service,negative,positive,"['would have been', 'was', 'fantastic', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
1451,contextual,conditional,The product would have been excellent if not for the poor service,The product was excellent despite the poor service,negative,positive,"['would have been', 'was', 'excellent', 'if not for', 'despite']",6,hard,"[7, 8, 9]",Conditional vs actual: 'would have been' vs 'was',Conditional vs actual
